Id;AdresID;Datum; Waarde 
149;149;1-1-2022; 93 
150;150;1-1-2022; 64 
151;151;1-1-2022; 85 
152;152;1-1-2022; 3 
153;153;1-1-2022; 280 
154;154;1-1-2022; 115 
155;155;1-1-2022; 450 
156;156;1-1-2022; 455 
157;157;1-1-2022; 151 
158;158;1-1-2022; 49 
159;159;1-1-2022; 525 
160;160;1-1-2022; 24 
161;161;1-1-2022; 253 
162;162;1-1-2022; 463 
163;163;1-1-2022; 705 
164;164;1-1-2022; 189 
165;165;1-1-2022; 567 
166;166;1-1-2022; 47 
167;167;1-1-2022; 169 
168;168;1-1-2022; 62 
169;169;1-1-2022; 247 
170;170;1-1-2022; 68 
171;171;1-1-2022; 121 
172;172;1-1-2022; 87 
173;173;1-1-2022; 789 
174;174;1-1-2022; 231 
175;175;1-1-2022; 573 
176;176;1-1-2022; 325 
177;177;1-1-2022; 118 
178;178;1-1-2022; 572 
179;179;1-1-2022; 152 
180;180;1-1-2022; 324 
181;181;1-1-2022; 109 
182;182;1-1-2022; 344 
183;183;1-1-2022; 410 
184;184;1-1-2022; 24 
185;185;1-1-2022; 519 
186;186;1-1-2022; 566 
187;187;1-1-2022; 148 
188;188;1-1-2022; 189 
189;189;1-1-2022; 673 
190;190;1-1-2022; 64 
191;191;1-1-2022; 437 
192;192;1-1-2022; 2 
193;193;1-1-2022; 651 
194;194;1-1-2022; 166 
195;195;1-1-2022; 87 
196;196;1-1-2022; 222 
197;197;1-1-2022; 820 
198;198;1-1-2022; 437 
199;199;1-1-2022; 342 
200;200;1-1-2022; 148 
201;201;1-1-2022; 662 
202;202;1-1-2022; 272 
203;203;1-1-2022; 9 
204;204;1-1-2022; 430 
205;205;1-1-2022; 27 
206;206;1-1-2022; 110 
207;207;1-1-2022; 573 
208;208;1-1-2022; 365 
209;209;1-1-2022; 24 
210;210;1-1-2022; 379 
211;211;1-1-2022; 134 
212;212;1-1-2022; 4 
213;213;1-1-2022; 246 
214;214;1-1-2022; 699 
215;215;1-1-2022; 350 
216;216;1-1-2022; 202 
217;217;1-1-2022; 870 
218;218;1-1-2022; 242 
219;219;1-1-2022; 805 
220;220;1-1-2022; 44 
221;221;1-1-2022; 80 
222;222;1-1-2022; 309 
223;223;1-1-2022; 173 
224;224;1-1-2022; 788 
225;225;1-1-2022; 193 
226;226;1-1-2022; 503 
227;227;1-1-2022; 329 
228;228;1-1-2022; 332 
229;229;1-1-2022; 379 
230;230;1-1-2022; 110 
231;231;1-1-2022; 110 
232;232;1-1-2022; 569 
233;233;1-1-2022; 72 
234;234;1-1-2022; 358 
235;235;1-1-2022; 10 
236;236;1-1-2022; 620 
237;237;1-1-2022; 10 
238;238;1-1-2022; 92 
239;239;1-1-2022; 471 
240;240;1-1-2022; 624 
241;241;1-1-2022; 37 
242;242;1-1-2022; 143 
243;243;1-1-2022; 113 
244;244;1-1-2022; 395 
245;245;1-1-2022; 81 
246;246;1-1-2022; 92 
247;247;1-1-2022; 15 
248;248;1-1-2022; 482 
249;249;1-1-2022; 51 
250;250;1-1-2022; 383 
251;251;1-1-2022; 403 
252;252;1-1-2022; 215 
253;253;1-1-2022; 15 
254;254;1-1-2022; 190 
255;255;1-1-2022; 21 
256;256;1-1-2022; 479 
257;257;1-1-2022; 582 
258;258;1-1-2022; 871 
259;259;1-1-2022; 0 
260;260;1-1-2022; 278 
261;261;1-1-2022; 108 
262;262;1-1-2022; 157 
263;263;1-1-2022; 119 
264;264;1-1-2022; 155 
265;265;1-1-2022; 7 
266;266;1-1-2022; 208 
267;267;1-1-2022; 32 
268;268;1-1-2022; 28 
269;269;1-1-2022; 142 
270;270;1-1-2022; 315 
271;271;1-1-2022; 167 
272;272;1-1-2022; 282 
273;273;1-1-2022; 229 
274;274;1-1-2022; 146 
275;275;1-1-2022; 633 
276;276;1-1-2022; 466 
277;277;1-1-2022; 145 
278;278;1-1-2022; 759 
279;279;1-1-2022; 81 
280;280;1-1-2022; 235 
281;281;1-1-2022; 608 
282;282;1-1-2022; 271 
283;283;1-1-2022; 0 
284;284;1-1-2022; 96 
285;285;1-1-2022; 0 
286;286;1-1-2022; 90 
287;287;1-1-2022; 221 
288;288;1-1-2022; 414 
289;289;1-1-2022; 99 
290;290;1-1-2022; 558 
291;291;1-1-2022; 6 
292;292;1-1-2022; 147 
293;293;1-1-2022; 73 
294;294;1-1-2022; 199 
295;295;1-1-2022; 243 
296;296;1-1-2022; 48 
297;297;1-1-2022; 76 
298;298;1-1-2022; 112 
299;299;1-1-2022; 108 
300;300;1-1-2022; 149 
301;301;1-1-2022; 806 
302;302;1-1-2022; 630 
303;303;1-1-2022; 0 
304;304;1-1-2022; 133 
305;305;1-1-2022; 118 
306;306;1-1-2022; 72 
307;307;1-1-2022; 75 
308;308;1-1-2022; 81 
309;309;1-1-2022; 461 
310;310;1-1-2022; 165 
311;311;1-1-2022; 533 
312;312;1-1-2022; 108 
313;313;1-1-2022; 127 
314;314;1-1-2022; 95 
315;315;1-1-2022; 748 
316;316;1-1-2022; 80 
317;317;1-1-2022; 564 
318;318;1-1-2022; 354 
319;319;1-1-2022; 12 
320;320;1-1-2022; 36 
321;321;1-1-2022; 43 
322;322;1-1-2022; 422 
323;323;1-1-2022; 90 
324;324;1-1-2022; 105 
325;325;1-1-2022; 77 
326;326;1-1-2022; 87 
327;327;1-1-2022; 22 
328;328;1-1-2022; 4 
329;329;1-1-2022; 540 
330;330;1-1-2022; 154 
331;331;1-1-2022; 159 
332;332;1-1-2022; 45 
333;333;1-1-2022; 425 
334;334;1-1-2022; 9 
335;335;1-1-2022; 54 
336;336;1-1-2022; 168 
337;337;1-1-2022; 218 
338;338;1-1-2022; 15 
339;339;1-1-2022; 151 
340;340;1-1-2022; 408 
341;341;1-1-2022; 79 
342;342;1-1-2022; 294 
343;343;1-1-2022; 41 
344;344;1-1-2022; 23 
345;345;1-1-2022; 143 
346;346;1-1-2022; 418 
347;347;1-1-2022; 485 
348;348;1-1-2022; 288 
349;349;1-1-2022; 209 
350;350;1-1-2022; 187 
351;351;1-1-2022; 314 
352;352;1-1-2022; 329 
353;353;1-1-2022; 102 
354;354;1-1-2022; 186 
355;355;1-1-2022; 177 
356;356;1-1-2022; 48 
357;357;1-1-2022; 54 
358;358;1-1-2022; 31 
359;359;1-1-2022; 313 
360;360;1-1-2022; 340 
361;361;1-1-2022; 240 
362;362;1-1-2022; 13 
363;363;1-1-2022; 167 
364;364;1-1-2022; 332 
365;365;1-1-2022; 286 
366;366;1-1-2022; 55 
367;367;1-1-2022; 155 
368;368;1-1-2022; 47 
369;369;1-1-2022; 49 
370;370;1-1-2022; 213 
371;371;1-1-2022; 368 
372;372;1-1-2022; 91 
373;373;1-1-2022; 235 
374;374;1-1-2022; 86 
375;375;1-1-2022; 282 
376;376;1-1-2022; 211 
377;377;1-1-2022; 158 
378;378;1-1-2022; 109 
379;379;1-1-2022; 363 
380;380;1-1-2022; 536 
381;381;1-1-2022; 576 
382;382;1-1-2022; 438 
383;383;1-1-2022; 472 
384;384;1-1-2022; 267 
385;385;1-1-2022; 263 
386;386;1-1-2022; 57 
387;387;1-1-2022; 271 
388;388;1-1-2022; 145 
389;389;1-1-2022; 177 
390;390;1-1-2022; 101 
391;391;1-1-2022; 213 
392;392;1-1-2022; 287 
393;393;1-1-2022; 958 
394;394;1-1-2022; 273 
395;395;1-1-2022; 1 
396;396;1-1-2022; 117 
397;397;1-1-2022; 199 
398;398;1-1-2022; 38 
399;399;1-1-2022; 584 
400;400;1-1-2022; 13 
401;401;1-1-2022; 199 
402;402;1-1-2022; 89 
403;403;1-1-2022; 30 
404;404;1-1-2022; 332 
405;405;1-1-2022; 28 
406;406;1-1-2022; 70 
407;407;1-1-2022; 47 
408;408;1-1-2022; 14 
409;409;1-1-2022; 442 
410;410;1-1-2022; 849 
411;411;1-1-2022; 363 
412;412;1-1-2022; 178 
413;413;1-1-2022; 457 
414;414;1-1-2022; 94 
415;415;1-1-2022; 325 
416;416;1-1-2022; 84 
417;417;1-1-2022; 561 
418;418;1-1-2022; 163 
419;419;1-1-2022; 501 
420;420;1-1-2022; 45 
421;421;1-1-2022; 7 
422;422;1-1-2022; 270 
423;423;1-1-2022; 58 
424;424;1-1-2022; 198 
425;425;1-1-2022; 9 
426;426;1-1-2022; 667 
427;427;1-1-2022; 212 
428;428;1-1-2022; 96 
429;429;1-1-2022; 426 
430;430;1-1-2022; 12 
431;431;1-1-2022; 16 
432;432;1-1-2022; 437 
433;433;1-1-2022; 15 
434;434;1-1-2022; 339 
435;435;1-1-2022; 46 
436;436;1-1-2022; 141 
437;437;1-1-2022; 31 
438;438;1-1-2022; 283 
439;439;1-1-2022; 144 
440;440;1-1-2022; 233 
441;441;1-1-2022; 419 
442;442;1-1-2022; 653 
443;443;1-1-2022; 714 
444;444;1-1-2022; 200 
445;445;1-1-2022; 316 
446;446;1-1-2022; 171 
447;447;1-1-2022; 336 
448;448;1-1-2022; 545 
449;449;1-1-2022; 149 
450;450;1-1-2022; 408 
451;451;1-1-2022; 57 
452;452;1-1-2022; 273 
453;453;1-1-2022; 6 
454;454;1-1-2022; 436 
455;455;1-1-2022; 293 
456;456;1-1-2022; 40 
457;457;1-1-2022; 88 
458;458;1-1-2022; 55 
459;459;1-1-2022; 74 
460;460;1-1-2022; 231 
461;461;1-1-2022; 646 
462;462;1-1-2022; 555 
463;463;1-1-2022; 62 
464;464;1-1-2022; 376 
465;465;1-1-2022; 236 
466;466;1-1-2022; 37 
467;467;1-1-2022; 547 
468;468;1-1-2022; 594 
469;469;1-1-2022; 481 
470;470;1-1-2022; 252 
471;471;1-1-2022; 154 
472;472;1-1-2022; 653 
473;473;1-1-2022; 327 
474;474;1-1-2022; 229 
475;475;1-1-2022; 12 
476;476;1-1-2022; 253 
477;477;1-1-2022; 51 
478;478;1-1-2022; 240 
479;479;1-1-2022; 2 
480;480;1-1-2022; 32 
481;481;1-1-2022; 11 
482;482;1-1-2022; 146 
483;483;1-1-2022; 484 
484;484;1-1-2022; 587 
485;485;1-1-2022; 427 
486;486;1-1-2022; 353 
487;487;1-1-2022; 225 
488;488;1-1-2022; 560 
489;489;1-1-2022; 98 
490;490;1-1-2022; 180 
491;491;1-1-2022; 112 
492;492;1-1-2022; 18 
493;493;1-1-2022; 254 
494;494;1-1-2022; 397 
495;495;1-1-2022; 25 
496;496;1-1-2022; 355 
497;497;1-1-2022; 493 
498;498;1-1-2022; 127 
499;499;1-1-2022; 403 
500;500;1-1-2022; 16 
501;501;1-1-2022; 600 
502;502;1-1-2022; 128 
503;503;1-1-2022; 453 
504;504;1-1-2022; 127 
505;505;1-1-2022; 192 
506;506;1-1-2022; 106 
507;507;1-1-2022; 193 
508;508;1-1-2022; 315 
509;509;1-1-2022; 240 
510;510;1-1-2022; 308 
511;511;1-1-2022; 21 
512;512;1-1-2022; 35 
513;513;1-1-2022; 202 
514;514;1-1-2022; 240 
515;515;1-1-2022; 299 
516;516;1-1-2022; 333 
517;517;1-1-2022; 9 
518;518;1-1-2022; 389 
519;519;1-1-2022; 56 
520;520;1-1-2022; 275 
521;521;1-1-2022; 378 
522;522;1-1-2022; 24 
523;523;1-1-2022; 297 
524;524;1-1-2022; 40 
525;525;1-1-2022; 95 
526;526;1-1-2022; 377 
527;527;1-1-2022; 96 
528;528;1-1-2022; 8 
529;529;1-1-2022; 11 
530;530;1-1-2022; 127 
531;531;1-1-2022; 53 
532;532;1-1-2022; 443 
533;533;1-1-2022; 37 
534;534;1-1-2022; 68 
535;535;1-1-2022; 49 
536;536;1-1-2022; 143 
537;537;1-1-2022; 751 
538;538;1-1-2022; 220 
539;539;1-1-2022; 74 
540;540;1-1-2022; 113 
541;541;1-1-2022; 645 
542;542;1-1-2022; 71 
543;543;1-1-2022; 193 
544;544;1-1-2022; 104 
545;545;1-1-2022; 52 
546;546;1-1-2022; 59 
547;547;1-1-2022; 232 
548;548;1-1-2022; 275 
549;549;1-1-2022; 55 
550;550;1-1-2022; 492 
551;551;1-1-2022; 421 
552;552;1-1-2022; 596 
553;553;1-1-2022; 126 
554;554;1-1-2022; 133 
555;555;1-1-2022; 63 
556;556;1-1-2022; 213 
557;557;1-1-2022; 564 
558;558;1-1-2022; 415 
559;559;1-1-2022; 160 
560;560;1-1-2022; 13 
561;561;1-1-2022; 12 
562;562;1-1-2022; 197 
563;563;1-1-2022; 129 
564;564;1-1-2022; 20 
565;565;1-1-2022; 60 
566;566;1-1-2022; 498 
567;567;1-1-2022; 168 
568;568;1-1-2022; 821 
569;569;1-1-2022; 635 
570;570;1-1-2022; 7 
571;571;1-1-2022; 719 
572;572;1-1-2022; 203 
573;573;1-1-2022; 412 
574;574;1-1-2022; 822 
575;575;1-1-2022; 400 
576;576;1-1-2022; 9 
577;577;1-1-2022; 531 
578;578;1-1-2022; 1 
579;579;1-1-2022; 215 
580;580;1-1-2022; 56 
581;581;1-1-2022; 455 
582;582;1-1-2022; 236 
583;583;1-1-2022; 72 
584;584;1-1-2022; 438 
585;585;1-1-2022; 445 
586;586;1-1-2022; 80 
587;587;1-1-2022; 10 
588;588;1-1-2022; 561 
589;589;1-1-2022; 229 
590;590;1-1-2022; 104 
591;591;1-1-2022; 127 
592;592;1-1-2022; 256 
593;593;1-1-2022; 292 
594;594;1-1-2022; 82 
595;595;1-1-2022; 31 
596;596;1-1-2022; 373 
597;597;1-1-2022; 443 
598;598;1-1-2022; 331 
599;599;1-1-2022; 154 
600;600;1-1-2022; 932 
601;601;1-1-2022; 148 
602;602;1-1-2022; 52 
603;603;1-1-2022; 503 
604;604;1-1-2022; 379 
605;605;1-1-2022; 32 
606;606;1-1-2022; 4 
607;607;1-1-2022; 7 
608;608;1-1-2022; 0 
609;609;1-1-2022; 289 
610;610;1-1-2022; 222 
611;611;1-1-2022; 247 
612;612;1-1-2022; 552 
613;613;1-1-2022; 336 
614;614;1-1-2022; 431 
615;615;1-1-2022; 351 
616;616;1-1-2022; 407 
617;617;1-1-2022; 1 
618;618;1-1-2022; 332 
619;619;1-1-2022; 478 
620;620;1-1-2022; 726 
621;621;1-1-2022; 210 
622;622;1-1-2022; 302 
623;623;1-1-2022; 185 
624;624;1-1-2022; 296 
625;625;1-1-2022; 425 
626;626;1-1-2022; 238 
627;627;1-1-2022; 140 
628;628;1-1-2022; 133 
629;629;1-1-2022; 376 
630;630;1-1-2022; 88 
631;631;1-1-2022; 326 
632;632;1-1-2022; 27 
633;633;1-1-2022; 8 
634;634;1-1-2022; 65 
635;635;1-1-2022; 172 
636;636;1-1-2022; 156 
637;637;1-1-2022; 12 
638;638;1-1-2022; 59 
639;639;1-1-2022; 470 
640;640;1-1-2022; 12 
641;641;1-1-2022; 479 
642;642;1-1-2022; 219 
643;643;1-1-2022; 207 
644;644;1-1-2022; 64 
645;645;1-1-2022; 17 
646;646;1-1-2022; 260 
647;647;1-1-2022; 610 
648;648;1-1-2022; 577 
649;649;1-1-2022; 331 
650;650;1-1-2022; 96 
651;651;1-1-2022; 205 
652;652;1-1-2022; 51 
653;653;1-1-2022; 90 
654;654;1-1-2022; 324 
655;655;1-1-2022; 39 
656;656;1-1-2022; 2 
657;657;1-1-2022; 258 
658;658;1-1-2022; 63 
659;659;1-1-2022; 20 
660;660;1-1-2022; 44 
661;661;1-1-2022; 584 
662;662;1-1-2022; 214 
663;663;1-1-2022; 377 
664;664;1-1-2022; 477 
665;665;1-1-2022; 313 
666;666;1-1-2022; 139 
667;667;1-1-2022; 399 
668;668;1-1-2022; 3 
669;669;1-1-2022; 0 
670;670;1-1-2022; 80 
671;671;1-1-2022; 10 
672;672;1-1-2022; 121 
673;673;1-1-2022; 149 
674;674;1-1-2022; 94 
675;675;1-1-2022; 213 
676;676;1-1-2022; 51 
677;677;1-1-2022; 151 
678;678;1-1-2022; 440 
679;679;1-1-2022; 624 
680;680;1-1-2022; 409 
681;681;1-1-2022; 219 
682;682;1-1-2022; 146 
683;683;1-1-2022; 70 
684;684;1-1-2022; 38 
685;685;1-1-2022; 124 
686;686;1-1-2022; 93 
687;687;1-1-2022; 371 
688;688;1-1-2022; 357 
689;689;1-1-2022; 527 
690;690;1-1-2022; 45 
691;691;1-1-2022; 40 
692;692;1-1-2022; 81 
693;693;1-1-2022; 69 
694;694;1-1-2022; 257 
695;695;1-1-2022; 96 
696;696;1-1-2022; 141 
697;697;1-1-2022; 84 
698;698;1-1-2022; 48 
699;699;1-1-2022; 602 
700;700;1-1-2022; 92 
701;701;1-1-2022; 352 
702;702;1-1-2022; 2 
703;703;1-1-2022; 225 
704;704;1-1-2022; 48 
705;705;1-1-2022; 11 
706;706;1-1-2022; 81 
707;707;1-1-2022; 225 
708;708;1-1-2022; 386 
709;709;1-1-2022; 367 
710;710;1-1-2022; 415 
711;711;1-1-2022; 6 
712;712;1-1-2022; 345 
713;713;1-1-2022; 144 
714;714;1-1-2022; 40 
715;715;1-1-2022; 23 
716;716;1-1-2022; 796 
717;717;1-1-2022; 235 
718;718;1-1-2022; 241 
719;719;1-1-2022; 33 
720;720;1-1-2022; 195 
721;721;1-1-2022; 208 
722;722;1-1-2022; 629 
723;723;1-1-2022; 619 
724;724;1-1-2022; 165 
725;725;1-1-2022; 230 
726;726;1-1-2022; 100 
727;727;1-1-2022; 514 
728;728;1-1-2022; 217 
729;729;1-1-2022; 407 
730;730;1-1-2022; 116 
731;731;1-1-2022; 191 
732;732;1-1-2022; 46 
733;733;1-1-2022; 200 
734;734;1-1-2022; 234 
735;735;1-1-2022; 180 
736;736;1-1-2022; 535 
737;737;1-1-2022; 9 
738;738;1-1-2022; 565 
739;739;1-1-2022; 100 
740;740;1-1-2022; 501 
741;741;1-1-2022; 9 
742;742;1-1-2022; 125 
743;743;1-1-2022; 170 
744;744;1-1-2022; 2 
745;745;1-1-2022; 637 
746;746;1-1-2022; 480 
747;747;1-1-2022; 485 
748;748;1-1-2022; 62 
749;749;1-1-2022; 47 
750;750;1-1-2022; 368 
751;751;1-1-2022; 30 
752;752;1-1-2022; 246 
753;753;1-1-2022; 235 
754;754;1-1-2022; 553 
755;755;1-1-2022; 153 
756;756;1-1-2022; 382 
757;757;1-1-2022; 684 
758;758;1-1-2022; 225 
759;759;1-1-2022; 197 
760;760;1-1-2022; 497 
761;761;1-1-2022; 2 
762;762;1-1-2022; 54 
763;763;1-1-2022; 112 
764;764;1-1-2022; 36 
765;765;1-1-2022; 116 
766;766;1-1-2022; 221 
767;767;1-1-2022; 72 
768;768;1-1-2022; 535 
769;769;1-1-2022; 851 
770;770;1-1-2022; 17 
771;771;1-1-2022; 34 
772;772;1-1-2022; 73 
773;773;1-1-2022; 519 
774;774;1-1-2022; 15 
775;775;1-1-2022; 143 
776;776;1-1-2022; 169 
777;777;1-1-2022; 442 
778;778;1-1-2022; 683 
779;779;1-1-2022; 443 
780;780;1-1-2022; 494 
781;781;1-1-2022; 365 
782;782;1-1-2022; 590 
783;783;1-1-2022; 178 
784;784;1-1-2022; 428 
785;785;1-1-2022; 335 
786;786;1-1-2022; 23 
787;787;1-1-2022; 180 
788;788;1-1-2022; 139 
789;789;1-1-2022; 37 
790;790;1-1-2022; 154 
791;791;1-1-2022; 20 
792;792;1-1-2022; 10 
793;793;1-1-2022; 298 
794;794;1-1-2022; 147 
795;795;1-1-2022; 169 
796;796;1-1-2022; 87 
797;797;1-1-2022; 511 
798;798;1-1-2022; 204 
799;799;1-1-2022; 309 
800;800;1-1-2022; 10 
801;801;1-1-2022; 322 
802;802;1-1-2022; 374 
803;803;1-1-2022; 169 
804;804;1-1-2022; 233 
805;805;1-1-2022; 39 
806;806;1-1-2022; 316 
807;807;1-1-2022; 4 
808;808;1-1-2022; 22 
809;809;1-1-2022; 13 
810;810;1-1-2022; 352 
811;811;1-1-2022; 5 
812;812;1-1-2022; 57 
813;813;1-1-2022; 330 
814;814;1-1-2022; 163 
815;815;1-1-2022; 53 
816;816;1-1-2022; 162 
817;817;1-1-2022; 138 
818;818;1-1-2022; 6 
819;819;1-1-2022; 293 
820;820;1-1-2022; 53 
821;821;1-1-2022; 5 
822;822;1-1-2022; 191 
823;823;1-1-2022; 10 
824;824;1-1-2022; 275 
825;825;1-1-2022; 371 
826;826;1-1-2022; 105 
827;827;1-1-2022; 760 
828;828;1-1-2022; 33 
829;829;1-1-2022; 407 
830;830;1-1-2022; 80 
831;831;1-1-2022; 58 
832;832;1-1-2022; 85 
833;833;1-1-2022; 592 
834;834;1-1-2022; 45 
835;835;1-1-2022; 215 
836;836;1-1-2022; 33 
837;837;1-1-2022; 2 
838;838;1-1-2022; 25 
839;839;1-1-2022; 365 
840;840;1-1-2022; 71 
841;841;1-1-2022; 44 
842;842;1-1-2022; 189 
843;843;1-1-2022; 28 
844;844;1-1-2022; 44 
845;845;1-1-2022; 276 
846;846;1-1-2022; 11 
847;847;1-1-2022; 821 
848;848;1-1-2022; 217 
849;849;1-1-2022; 113 
850;850;1-1-2022; 232 
851;851;1-1-2022; 61 
852;852;1-1-2022; 266 
853;853;1-1-2022; 181 
854;854;1-1-2022; 561 
855;855;1-1-2022; 47 
856;856;1-1-2022; 219 
857;857;1-1-2022; 412 
858;858;1-1-2022; 53 
859;859;1-1-2022; 197 
860;860;1-1-2022; 91 
861;861;1-1-2022; 58 
862;862;1-1-2022; 750 
863;863;1-1-2022; 251 
864;864;1-1-2022; 376 
865;865;1-1-2022; 12 
866;866;1-1-2022; 206 
867;867;1-1-2022; 177 
868;868;1-1-2022; 139 
869;869;1-1-2022; 742 
870;870;1-1-2022; 44 
871;871;1-1-2022; 71 
872;872;1-1-2022; 222 
873;873;1-1-2022; 20 
874;874;1-1-2022; 198 
875;875;1-1-2022; 84 
876;876;1-1-2022; 454 
877;877;1-1-2022; 312 
878;878;1-1-2022; 581 
879;879;1-1-2022; 68 
880;880;1-1-2022; 1 
881;881;1-1-2022; 751 
882;882;1-1-2022; 66 
883;883;1-1-2022; 710 
884;884;1-1-2022; 49 
885;885;1-1-2022; 13 
886;886;1-1-2022; 180 
887;887;1-1-2022; 98 
888;888;1-1-2022; 151 
889;889;1-1-2022; 715 
890;890;1-1-2022; 251 
891;891;1-1-2022; 281 
892;892;1-1-2022; 83 
893;893;1-1-2022; 7 
894;894;1-1-2022; 201 
895;895;1-1-2022; 29 
896;896;1-1-2022; 578 
897;897;1-1-2022; 163 
898;898;1-1-2022; 82 
899;899;1-1-2022; 225 
900;900;1-1-2022; 96 
901;901;1-1-2022; 617 
902;902;1-1-2022; 260 
903;903;1-1-2022; 372 
904;904;1-1-2022; 44 
905;905;1-1-2022; 409 
906;906;1-1-2022; 412 
907;907;1-1-2022; 564 
908;908;1-1-2022; 57 
909;909;1-1-2022; 512 
910;910;1-1-2022; 209 
911;911;1-1-2022; 371 
912;912;1-1-2022; 50 
913;913;1-1-2022; 1 
914;914;1-1-2022; 29 
915;915;1-1-2022; 519 
916;916;1-1-2022; 699 
917;917;1-1-2022; 16 
918;918;1-1-2022; 457 
919;919;1-1-2022; 49 
920;920;1-1-2022; 56 
921;921;1-1-2022; 600 
922;922;1-1-2022; 0 
923;923;1-1-2022; 66 
924;924;1-1-2022; 169 
925;925;1-1-2022; 8 
926;926;1-1-2022; 227 
927;927;1-1-2022; 61 
928;928;1-1-2022; 13 
929;929;1-1-2022; 78 
930;930;1-1-2022; 65 
