Id;AdresID;Datum; Waarde 
192;192;1-7-2022; 128 
193;193;1-7-2022; 535 
194;194;1-7-2022; 408 
195;195;1-7-2022; 142 
196;196;1-7-2022; 255 
197;197;1-7-2022; 247 
198;198;1-7-2022; 439 
199;199;1-7-2022; 167 
200;200;1-7-2022; 49 
201;201;1-7-2022; 191 
202;202;1-7-2022; 425 
203;203;1-7-2022; 20 
204;204;1-7-2022; 151 
205;205;1-7-2022; 16 
206;206;1-7-2022; 153 
207;207;1-7-2022; 11 
208;208;1-7-2022; 211 
209;209;1-7-2022; 39 
210;210;1-7-2022; 543 
211;211;1-7-2022; 63 
212;212;1-7-2022; 243 
213;213;1-7-2022; 504 
214;214;1-7-2022; 800 
215;215;1-7-2022; 93 
216;216;1-7-2022; 180 
217;217;1-7-2022; 281 
218;218;1-7-2022; 66 
219;219;1-7-2022; 57 
220;220;1-7-2022; 936 
221;221;1-7-2022; 45 
222;222;1-7-2022; 59 
223;223;1-7-2022; 418 
224;224;1-7-2022; 473 
225;225;1-7-2022; 216 
226;226;1-7-2022; 29 
227;227;1-7-2022; 71 
228;228;1-7-2022; 160 
229;229;1-7-2022; 778 
230;230;1-7-2022; 28 
231;231;1-7-2022; 33 
232;232;1-7-2022; 2 
233;233;1-7-2022; 232 
234;234;1-7-2022; 128 
235;235;1-7-2022; 4 
236;236;1-7-2022; 188 
237;237;1-7-2022; 75 
238;238;1-7-2022; 20 
239;239;1-7-2022; 294 
240;240;1-7-2022; 78 
241;241;1-7-2022; 218 
242;242;1-7-2022; 890 
243;243;1-7-2022; 110 
244;244;1-7-2022; 23 
245;245;1-7-2022; 221 
246;246;1-7-2022; 616 
247;247;1-7-2022; 581 
248;248;1-7-2022; 69 
249;249;1-7-2022; 142 
250;250;1-7-2022; 132 
251;251;1-7-2022; 202 
252;252;1-7-2022; 207 
253;253;1-7-2022; 127 
254;254;1-7-2022; 759 
255;255;1-7-2022; 111 
256;256;1-7-2022; 60 
257;257;1-7-2022; 137 
258;258;1-7-2022; 156 
259;259;1-7-2022; 55 
260;260;1-7-2022; 24 
261;261;1-7-2022; 50 
262;262;1-7-2022; 150 
263;263;1-7-2022; 276 
264;264;1-7-2022; 105 
265;265;1-7-2022; 64 
266;266;1-7-2022; 231 
267;267;1-7-2022; 324 
268;268;1-7-2022; 137 
269;269;1-7-2022; 68 
270;270;1-7-2022; 33 
271;271;1-7-2022; 420 
272;272;1-7-2022; 33 
273;273;1-7-2022; 7 
274;274;1-7-2022; 509 
275;275;1-7-2022; 86 
276;276;1-7-2022; 593 
277;277;1-7-2022; 175 
278;278;1-7-2022; 108 
279;279;1-7-2022; 5 
280;280;1-7-2022; 146 
281;281;1-7-2022; 333 
282;282;1-7-2022; 412 
283;283;1-7-2022; 224 
284;284;1-7-2022; 49 
285;285;1-7-2022; 6 
286;286;1-7-2022; 621 
287;287;1-7-2022; 296 
288;288;1-7-2022; 453 
289;289;1-7-2022; 53 
290;290;1-7-2022; 99 
291;291;1-7-2022; 252 
292;292;1-7-2022; 131 
293;293;1-7-2022; 24 
294;294;1-7-2022; 217 
295;295;1-7-2022; 370 
296;296;1-7-2022; 363 
297;297;1-7-2022; 590 
298;298;1-7-2022; 666 
299;299;1-7-2022; 181 
300;300;1-7-2022; 30 
301;301;1-7-2022; 200 
302;302;1-7-2022; 180 
303;303;1-7-2022; 391 
304;304;1-7-2022; 63 
305;305;1-7-2022; 106 
306;306;1-7-2022; 594 
307;307;1-7-2022; 297 
308;308;1-7-2022; 202 
309;309;1-7-2022; 35 
310;310;1-7-2022; 268 
311;311;1-7-2022; 209 
312;312;1-7-2022; 347 
313;313;1-7-2022; 72 
314;314;1-7-2022; 453 
315;315;1-7-2022; 43 
316;316;1-7-2022; 220 
317;317;1-7-2022; 643 
318;318;1-7-2022; 50 
319;319;1-7-2022; 6 
320;320;1-7-2022; 19 
321;321;1-7-2022; 32 
322;322;1-7-2022; 287 
323;323;1-7-2022; 606 
324;324;1-7-2022; 314 
325;325;1-7-2022; 41 
326;326;1-7-2022; 403 
327;327;1-7-2022; 236 
328;328;1-7-2022; 49 
329;329;1-7-2022; 179 
330;330;1-7-2022; 2 
331;331;1-7-2022; 141 
332;332;1-7-2022; 570 
333;333;1-7-2022; 259 
334;334;1-7-2022; 704 
335;335;1-7-2022; 90 
336;336;1-7-2022; 842 
337;337;1-7-2022; 739 
338;338;1-7-2022; 575 
339;339;1-7-2022; 222 
340;340;1-7-2022; 71 
341;341;1-7-2022; 144 
342;342;1-7-2022; 761 
343;343;1-7-2022; 77 
344;344;1-7-2022; 366 
345;345;1-7-2022; 71 
346;346;1-7-2022; 6 
347;347;1-7-2022; 118 
348;348;1-7-2022; 147 
349;349;1-7-2022; 72 
350;350;1-7-2022; 183 
351;351;1-7-2022; 213 
352;352;1-7-2022; 21 
353;353;1-7-2022; 525 
354;354;1-7-2022; 262 
355;355;1-7-2022; 838 
356;356;1-7-2022; 74 
357;357;1-7-2022; 501 
358;358;1-7-2022; 67 
359;359;1-7-2022; 76 
360;360;1-7-2022; 239 
361;361;1-7-2022; 762 
362;362;1-7-2022; 21 
363;363;1-7-2022; 8 
364;364;1-7-2022; 10 
365;365;1-7-2022; 259 
366;366;1-7-2022; 23 
367;367;1-7-2022; 40 
368;368;1-7-2022; 256 
369;369;1-7-2022; 133 
370;370;1-7-2022; 24 
371;371;1-7-2022; 357 
372;372;1-7-2022; 50 
373;373;1-7-2022; 0 
374;374;1-7-2022; 299 
375;375;1-7-2022; 30 
376;376;1-7-2022; 199 
377;377;1-7-2022; 886 
378;378;1-7-2022; 201 
379;379;1-7-2022; 106 
380;380;1-7-2022; 276 
381;381;1-7-2022; 360 
382;382;1-7-2022; 279 
383;383;1-7-2022; 260 
384;384;1-7-2022; 114 
385;385;1-7-2022; 669 
386;386;1-7-2022; 50 
387;387;1-7-2022; 171 
388;388;1-7-2022; 86 
389;389;1-7-2022; 299 
390;390;1-7-2022; 124 
391;391;1-7-2022; 26 
392;392;1-7-2022; 177 
393;393;1-7-2022; 12 
394;394;1-7-2022; 519 
395;395;1-7-2022; 529 
396;396;1-7-2022; 243 
397;397;1-7-2022; 225 
398;398;1-7-2022; 341 
399;399;1-7-2022; 109 
400;400;1-7-2022; 60 
401;401;1-7-2022; 152 
402;402;1-7-2022; 80 
403;403;1-7-2022; 38 
404;404;1-7-2022; 42 
405;405;1-7-2022; 46 
406;406;1-7-2022; 895 
407;407;1-7-2022; 335 
408;408;1-7-2022; 148 
409;409;1-7-2022; 452 
410;410;1-7-2022; 135 
411;411;1-7-2022; 200 
412;412;1-7-2022; 192 
413;413;1-7-2022; 17 
414;414;1-7-2022; 742 
415;415;1-7-2022; 242 
416;416;1-7-2022; 420 
417;417;1-7-2022; 404 
418;418;1-7-2022; 364 
419;419;1-7-2022; 321 
420;420;1-7-2022; 87 
421;421;1-7-2022; 19 
422;422;1-7-2022; 99 
423;423;1-7-2022; 414 
424;424;1-7-2022; 63 
425;425;1-7-2022; 19 
426;426;1-7-2022; 261 
427;427;1-7-2022; 233 
428;428;1-7-2022; 346 
429;429;1-7-2022; 468 
430;430;1-7-2022; 375 
431;431;1-7-2022; 86 
432;432;1-7-2022; 126 
433;433;1-7-2022; 739 
434;434;1-7-2022; 127 
435;435;1-7-2022; 21 
436;436;1-7-2022; 34 
437;437;1-7-2022; 235 
438;438;1-7-2022; 567 
439;439;1-7-2022; 1 
440;440;1-7-2022; 50 
441;441;1-7-2022; 566 
442;442;1-7-2022; 59 
443;443;1-7-2022; 28 
444;444;1-7-2022; 449 
445;445;1-7-2022; 51 
446;446;1-7-2022; 257 
447;447;1-7-2022; 26 
448;448;1-7-2022; 184 
449;449;1-7-2022; 9 
450;450;1-7-2022; 441 
451;451;1-7-2022; 571 
452;452;1-7-2022; 285 
453;453;1-7-2022; 67 
454;454;1-7-2022; 23 
455;455;1-7-2022; 371 
456;456;1-7-2022; 12 
457;457;1-7-2022; 59 
458;458;1-7-2022; 96 
459;459;1-7-2022; 121 
460;460;1-7-2022; 186 
461;461;1-7-2022; 207 
462;462;1-7-2022; 0 
463;463;1-7-2022; 347 
464;464;1-7-2022; 149 
465;465;1-7-2022; 92 
466;466;1-7-2022; 90 
467;467;1-7-2022; 581 
468;468;1-7-2022; 100 
469;469;1-7-2022; 57 
470;470;1-7-2022; 5 
471;471;1-7-2022; 278 
472;472;1-7-2022; 26 
473;473;1-7-2022; 28 
474;474;1-7-2022; 68 
475;475;1-7-2022; 8 
476;476;1-7-2022; 521 
477;477;1-7-2022; 350 
478;478;1-7-2022; 477 
479;479;1-7-2022; 5 
480;480;1-7-2022; 480 
481;481;1-7-2022; 135 
482;482;1-7-2022; 120 
483;483;1-7-2022; 219 
484;484;1-7-2022; 72 
485;485;1-7-2022; 348 
486;486;1-7-2022; 361 
487;487;1-7-2022; 660 
488;488;1-7-2022; 313 
489;489;1-7-2022; 405 
490;490;1-7-2022; 19 
491;491;1-7-2022; 472 
492;492;1-7-2022; 318 
493;493;1-7-2022; 99 
494;494;1-7-2022; 0 
495;495;1-7-2022; 209 
496;496;1-7-2022; 69 
497;497;1-7-2022; 485 
498;498;1-7-2022; 70 
499;499;1-7-2022; 215 
500;500;1-7-2022; 757 
501;501;1-7-2022; 33 
502;502;1-7-2022; 88 
503;503;1-7-2022; 250 
504;504;1-7-2022; 331 
505;505;1-7-2022; 457 
506;506;1-7-2022; 50 
507;507;1-7-2022; 399 
508;508;1-7-2022; 92 
509;509;1-7-2022; 645 
510;510;1-7-2022; 884 
511;511;1-7-2022; 283 
512;512;1-7-2022; 373 
513;513;1-7-2022; 609 
514;514;1-7-2022; 4 
515;515;1-7-2022; 3 
516;516;1-7-2022; 328 
517;517;1-7-2022; 459 
518;518;1-7-2022; 23 
519;519;1-7-2022; 23 
520;520;1-7-2022; 162 
521;521;1-7-2022; 525 
522;522;1-7-2022; 432 
523;523;1-7-2022; 91 
524;524;1-7-2022; 71 
525;525;1-7-2022; 276 
526;526;1-7-2022; 36 
527;527;1-7-2022; 353 
528;528;1-7-2022; 234 
529;529;1-7-2022; 65 
530;530;1-7-2022; 36 
531;531;1-7-2022; 171 
532;532;1-7-2022; 271 
533;533;1-7-2022; 653 
534;534;1-7-2022; 368 
535;535;1-7-2022; 268 
536;536;1-7-2022; 195 
537;537;1-7-2022; 143 
538;538;1-7-2022; 90 
539;539;1-7-2022; 86 
540;540;1-7-2022; 204 
541;541;1-7-2022; 660 
542;542;1-7-2022; 68 
543;543;1-7-2022; 181 
544;544;1-7-2022; 502 
545;545;1-7-2022; 141 
546;546;1-7-2022; 278 
547;547;1-7-2022; 340 
548;548;1-7-2022; 208 
549;549;1-7-2022; 291 
550;550;1-7-2022; 366 
551;551;1-7-2022; 527 
552;552;1-7-2022; 40 
553;553;1-7-2022; 134 
554;554;1-7-2022; 417 
555;555;1-7-2022; 260 
556;556;1-7-2022; 319 
557;557;1-7-2022; 488 
558;558;1-7-2022; 63 
559;559;1-7-2022; 605 
560;560;1-7-2022; 193 
561;561;1-7-2022; 160 
562;562;1-7-2022; 484 
563;563;1-7-2022; 468 
564;564;1-7-2022; 23 
565;565;1-7-2022; 195 
566;566;1-7-2022; 344 
567;567;1-7-2022; 43 
568;568;1-7-2022; 13 
569;569;1-7-2022; 463 
570;570;1-7-2022; 3 
571;571;1-7-2022; 116 
572;572;1-7-2022; 480 
573;573;1-7-2022; 462 
574;574;1-7-2022; 382 
575;575;1-7-2022; 134 
576;576;1-7-2022; 301 
577;577;1-7-2022; 285 
578;578;1-7-2022; 111 
579;579;1-7-2022; 328 
580;580;1-7-2022; 710 
581;581;1-7-2022; 638 
582;582;1-7-2022; 129 
583;583;1-7-2022; 59 
584;584;1-7-2022; 428 
585;585;1-7-2022; 53 
586;586;1-7-2022; 13 
587;587;1-7-2022; 354 
588;588;1-7-2022; 217 
589;589;1-7-2022; 262 
590;590;1-7-2022; 335 
591;591;1-7-2022; 269 
592;592;1-7-2022; 290 
593;593;1-7-2022; 113 
594;594;1-7-2022; 258 
595;595;1-7-2022; 71 
596;596;1-7-2022; 22 
597;597;1-7-2022; 179 
598;598;1-7-2022; 85 
599;599;1-7-2022; 295 
600;600;1-7-2022; 74 
601;601;1-7-2022; 323 
602;602;1-7-2022; 21 
603;603;1-7-2022; 18 
604;604;1-7-2022; 141 
605;605;1-7-2022; 143 
606;606;1-7-2022; 306 
607;607;1-7-2022; 43 
608;608;1-7-2022; 515 
609;609;1-7-2022; 320 
610;610;1-7-2022; 271 
611;611;1-7-2022; 393 
612;612;1-7-2022; 40 
613;613;1-7-2022; 543 
614;614;1-7-2022; 510 
615;615;1-7-2022; 474 
616;616;1-7-2022; 13 
617;617;1-7-2022; 8 
618;618;1-7-2022; 144 
619;619;1-7-2022; 42 
620;620;1-7-2022; 11 
621;621;1-7-2022; 34 
622;622;1-7-2022; 353 
623;623;1-7-2022; 443 
624;624;1-7-2022; 47 
625;625;1-7-2022; 61 
626;626;1-7-2022; 125 
627;627;1-7-2022; 53 
628;628;1-7-2022; 69 
629;629;1-7-2022; 189 
630;630;1-7-2022; 39 
631;631;1-7-2022; 275 
632;632;1-7-2022; 161 
633;633;1-7-2022; 314 
634;634;1-7-2022; 77 
635;635;1-7-2022; 47 
636;636;1-7-2022; 63 
637;637;1-7-2022; 23 
638;638;1-7-2022; 0 
639;639;1-7-2022; 693 
640;640;1-7-2022; 45 
641;641;1-7-2022; 2 
642;642;1-7-2022; 238 
643;643;1-7-2022; 219 
644;644;1-7-2022; 5 
645;645;1-7-2022; 196 
646;646;1-7-2022; 205 
647;647;1-7-2022; 3 
648;648;1-7-2022; 12 
649;649;1-7-2022; 903 
650;650;1-7-2022; 707 
651;651;1-7-2022; 277 
652;652;1-7-2022; 499 
653;653;1-7-2022; 581 
654;654;1-7-2022; 13 
655;655;1-7-2022; 35 
656;656;1-7-2022; 683 
657;657;1-7-2022; 143 
658;658;1-7-2022; 390 
659;659;1-7-2022; 600 
660;660;1-7-2022; 644 
661;661;1-7-2022; 197 
662;662;1-7-2022; 24 
663;663;1-7-2022; 580 
664;664;1-7-2022; 399 
665;665;1-7-2022; 462 
666;666;1-7-2022; 63 
667;667;1-7-2022; 450 
668;668;1-7-2022; 51 
669;669;1-7-2022; 9 
670;670;1-7-2022; 135 
671;671;1-7-2022; 707 
672;672;1-7-2022; 239 
673;673;1-7-2022; 507 
674;674;1-7-2022; 375 
675;675;1-7-2022; 875 
676;676;1-7-2022; 189 
677;677;1-7-2022; 309 
678;678;1-7-2022; 96 
679;679;1-7-2022; 253 
680;680;1-7-2022; 73 
681;681;1-7-2022; 29 
682;682;1-7-2022; 579 
683;683;1-7-2022; 3 
684;684;1-7-2022; 79 
685;685;1-7-2022; 115 
686;686;1-7-2022; 135 
687;687;1-7-2022; 11 
688;688;1-7-2022; 26 
689;689;1-7-2022; 103 
690;690;1-7-2022; 78 
691;691;1-7-2022; 218 
692;692;1-7-2022; 109 
693;693;1-7-2022; 333 
694;694;1-7-2022; 195 
695;695;1-7-2022; 472 
696;696;1-7-2022; 344 
697;697;1-7-2022; 22 
698;698;1-7-2022; 57 
699;699;1-7-2022; 131 
700;700;1-7-2022; 257 
701;701;1-7-2022; 272 
702;702;1-7-2022; 13 
703;703;1-7-2022; 54 
704;704;1-7-2022; 591 
705;705;1-7-2022; 323 
706;706;1-7-2022; 200 
707;707;1-7-2022; 74 
708;708;1-7-2022; 30 
709;709;1-7-2022; 212 
710;710;1-7-2022; 658 
711;711;1-7-2022; 146 
712;712;1-7-2022; 235 
713;713;1-7-2022; 88 
714;714;1-7-2022; 42 
715;715;1-7-2022; 509 
716;716;1-7-2022; 0 
717;717;1-7-2022; 53 
718;718;1-7-2022; 12 
719;719;1-7-2022; 139 
720;720;1-7-2022; 15 
721;721;1-7-2022; 35 
722;722;1-7-2022; 158 
723;723;1-7-2022; 215 
724;724;1-7-2022; 224 
725;725;1-7-2022; 604 
726;726;1-7-2022; 264 
727;727;1-7-2022; 140 
728;728;1-7-2022; 346 
729;729;1-7-2022; 585 
730;730;1-7-2022; 243 
731;731;1-7-2022; 286 
732;732;1-7-2022; 35 
733;733;1-7-2022; 547 
734;734;1-7-2022; 70 
735;735;1-7-2022; 95 
736;736;1-7-2022; 179 
737;737;1-7-2022; 472 
738;738;1-7-2022; 159 
739;739;1-7-2022; 281 
740;740;1-7-2022; 217 
741;741;1-7-2022; 699 
742;742;1-7-2022; 154 
743;743;1-7-2022; 37 
744;744;1-7-2022; 251 
745;745;1-7-2022; 143 
746;746;1-7-2022; 332 
747;747;1-7-2022; 303 
748;748;1-7-2022; 391 
749;749;1-7-2022; 317 
750;750;1-7-2022; 676 
751;751;1-7-2022; 302 
752;752;1-7-2022; 200 
753;753;1-7-2022; 552 
754;754;1-7-2022; 122 
755;755;1-7-2022; 23 
756;756;1-7-2022; 899 
757;757;1-7-2022; 61 
758;758;1-7-2022; 92 
759;759;1-7-2022; 711 
760;760;1-7-2022; 176 
761;761;1-7-2022; 222 
762;762;1-7-2022; 642 
763;763;1-7-2022; 660 
764;764;1-7-2022; 262 
765;765;1-7-2022; 230 
766;766;1-7-2022; 408 
767;767;1-7-2022; 133 
768;768;1-7-2022; 247 
769;769;1-7-2022; 122 
770;770;1-7-2022; 113 
771;771;1-7-2022; 532 
772;772;1-7-2022; 179 
773;773;1-7-2022; 2 
774;774;1-7-2022; 251 
775;775;1-7-2022; 874 
776;776;1-7-2022; 203 
777;777;1-7-2022; 181 
778;778;1-7-2022; 36 
779;779;1-7-2022; 236 
780;780;1-7-2022; 90 
781;781;1-7-2022; 25 
782;782;1-7-2022; 139 
783;783;1-7-2022; 28 
784;784;1-7-2022; 142 
785;785;1-7-2022; 193 
786;786;1-7-2022; 281 
787;787;1-7-2022; 850 
788;788;1-7-2022; 106 
789;789;1-7-2022; 30 
790;790;1-7-2022; 4 
791;791;1-7-2022; 199 
792;792;1-7-2022; 572 
793;793;1-7-2022; 152 
794;794;1-7-2022; 348 
795;795;1-7-2022; 47 
796;796;1-7-2022; 332 
797;797;1-7-2022; 481 
798;798;1-7-2022; 728 
799;799;1-7-2022; 429 
800;800;1-7-2022; 124 
801;801;1-7-2022; 859 
802;802;1-7-2022; 282 
803;803;1-7-2022; 17 
804;804;1-7-2022; 171 
805;805;1-7-2022; 84 
806;806;1-7-2022; 530 
807;807;1-7-2022; 135 
808;808;1-7-2022; 228 
809;809;1-7-2022; 353 
810;810;1-7-2022; 65 
811;811;1-7-2022; 62 
812;812;1-7-2022; 120 
813;813;1-7-2022; 79 
814;814;1-7-2022; 394 
815;815;1-7-2022; 13 
816;816;1-7-2022; 52 
817;817;1-7-2022; 529 
818;818;1-7-2022; 224 
819;819;1-7-2022; 37 
820;820;1-7-2022; 739 
821;821;1-7-2022; 444 
822;822;1-7-2022; 601 
823;823;1-7-2022; 178 
824;824;1-7-2022; 345 
825;825;1-7-2022; 97 
826;826;1-7-2022; 216 
827;827;1-7-2022; 68 
828;828;1-7-2022; 122 
829;829;1-7-2022; 125 
830;830;1-7-2022; 295 
831;831;1-7-2022; 160 
832;832;1-7-2022; 562 
833;833;1-7-2022; 509 
834;834;1-7-2022; 461 
835;835;1-7-2022; 508 
836;836;1-7-2022; 2 
837;837;1-7-2022; 460 
838;838;1-7-2022; 3 
839;839;1-7-2022; 202 
840;840;1-7-2022; 786 
841;841;1-7-2022; 308 
842;842;1-7-2022; 298 
843;843;1-7-2022; 489 
844;844;1-7-2022; 142 
845;845;1-7-2022; 27 
846;846;1-7-2022; 140 
847;847;1-7-2022; 57 
848;848;1-7-2022; 10 
849;849;1-7-2022; 20 
850;850;1-7-2022; 64 
851;851;1-7-2022; 560 
852;852;1-7-2022; 897 
853;853;1-7-2022; 90 
854;854;1-7-2022; 669 
855;855;1-7-2022; 60 
856;856;1-7-2022; 30 
857;857;1-7-2022; 92 
858;858;1-7-2022; 498 
859;859;1-7-2022; 77 
860;860;1-7-2022; 88 
861;861;1-7-2022; 339 
862;862;1-7-2022; 1 
863;863;1-7-2022; 304 
864;864;1-7-2022; 472 
865;865;1-7-2022; 37 
866;866;1-7-2022; 137 
867;867;1-7-2022; 39 
868;868;1-7-2022; 391 
869;869;1-7-2022; 253 
870;870;1-7-2022; 184 
871;871;1-7-2022; 113 
872;872;1-7-2022; 176 
873;873;1-7-2022; 24 
874;874;1-7-2022; 497 
875;875;1-7-2022; 785 
876;876;1-7-2022; 29 
877;877;1-7-2022; 167 
878;878;1-7-2022; 135 
879;879;1-7-2022; 110 
880;880;1-7-2022; 34 
881;881;1-7-2022; 194 
882;882;1-7-2022; 135 
883;883;1-7-2022; 5 
884;884;1-7-2022; 722 
885;885;1-7-2022; 133 
886;886;1-7-2022; 165 
887;887;1-7-2022; 35 
888;888;1-7-2022; 92 
889;889;1-7-2022; 193 
890;890;1-7-2022; 390 
891;891;1-7-2022; 7 
892;892;1-7-2022; 41 
893;893;1-7-2022; 121 
894;894;1-7-2022; 30 
895;895;1-7-2022; 94 
896;896;1-7-2022; 606 
897;897;1-7-2022; 5 
898;898;1-7-2022; 140 
899;899;1-7-2022; 271 
900;900;1-7-2022; 42 
901;901;1-7-2022; 267 
902;902;1-7-2022; 434 
903;903;1-7-2022; 162 
904;904;1-7-2022; 88 
905;905;1-7-2022; 3 
906;906;1-7-2022; 634 
907;907;1-7-2022; 577 
908;908;1-7-2022; 245 
909;909;1-7-2022; 149 
910;910;1-7-2022; 322 
911;911;1-7-2022; 394 
912;912;1-7-2022; 305 
913;913;1-7-2022; 424 
914;914;1-7-2022; 18 
915;915;1-7-2022; 151 
916;916;1-7-2022; 379 
917;917;1-7-2022; 3 
918;918;1-7-2022; 446 
919;919;1-7-2022; 851 
920;920;1-7-2022; 610 
921;921;1-7-2022; 106 
922;922;1-7-2022; 363 
923;923;1-7-2022; 163 
924;924;1-7-2022; 82 
925;925;1-7-2022; 3 
926;926;1-7-2022; 268 
927;927;1-7-2022; 736 
928;928;1-7-2022; 92 
929;929;1-7-2022; 148 
930;930;1-7-2022; 230 
